Super+Featherweight,1,323521,boxer,Takashi Uchiyama,http://boxrec.com/list_bouts.php?human_id=323521&cat=boxer,594,22,18,0,0,1,22(18)-0-1,"{""w"", ""d"", ""w"", ""w"", ""w"", ""w""}",2005,35,orthodox,flag jp,Japan,"Tokyo, Japan"
Super+Featherweight,2,202465,boxer,Takashi Miura,http://boxrec.com/list_bouts.php?human_id=202465&cat=boxer,495,29,22,2,1,2,29(22)-2(1)-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2003,30,southpaw,flag jp,Japan,"Tokyo, Japan"
Super+Featherweight,3,552730,boxer,Adrian Estrella,http://boxrec.com/list_bouts.php?human_id=552730&cat=boxer,440,22,20,0,0,0,22(20)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2010,23,orthodox,flag mx,Mexico,"Monterrey, Nuevo León, Mexico"
Super+Featherweight,4,528954,boxer,Francisco Vargas,http://boxrec.com/list_bouts.php?human_id=528954&cat=boxer,364,22,16,0,0,1,22(16)-0-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2010,30,orthodox,flag mx,Mexico,"Mexico City, Distrito Federal, Mexico"
Super+Featherweight,5,93555,boxer,Roman Martinez,http://boxrec.com/list_bouts.php?human_id=93555&cat=boxer,359,29,17,2,1,2,29(17)-2(1)-2,"{""w"", ""d"", ""w"", ""l"", ""w"", ""w""}",2001,32,orthodox,flag pr,Puerto Rico,"Vega Baja, Puerto Rico"
Super+Featherweight,6,330446,boxer,Bryan Vasquez,http://boxrec.com/list_bouts.php?human_id=330446&cat=boxer,358,34,18,1,1,0,34(18)-1(1)-0,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}",2005,27,orthodox,flag cr,Costa Rica,"San Jose, Costa Rica"
Super+Featherweight,7,494223,boxer,Javier Fortuna,http://boxrec.com/list_bouts.php?human_id=494223&cat=boxer,355,27,20,0,0,1,27(20)-0-1,"{""d"", ""w"", ""w"", ""w"", ""w"", ""w""}",2009,25,southpaw,flag do,Dominican Republic,"La Romana, Dominican Republic"
Super+Featherweight,8,559909,boxer,Jose Pedraza,http://boxrec.com/list_bouts.php?human_id=559909&cat=boxer,339,19,12,0,0,0,19(12)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2011,25,orthodox,flag pr,Puerto Rico,"Caguas, Puerto Rico"
Super+Featherweight,9,547305,boxer,Jomthong Chuwatana,http://boxrec.com/list_bouts.php?human_id=547305&cat=boxer,262,9,4,0,0,0,9(4)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2010,25,southpaw,flag th,Thailand,"Bangkok, Thailand"
Super+Featherweight,10,580433,boxer,Rikki Naito,http://boxrec.com/list_bouts.php?human_id=580433&cat=boxer,260,12,5,0,0,0,12(5)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2011,23,southpaw,flag jp,Japan,"Yokohama, Kanagawa, Japan"
Super+Featherweight,11,378733,boxer,Argenis Mendez,http://boxrec.com/list_bouts.php?human_id=378733&cat=boxer,248,22,12,3,0,1,22(12)-3-1,"{""w"", ""w"", ""d"", ""nc"", ""l"", ""w""}",2006,28,orthodox,flag do,Dominican Republic,"Brooklyn, New York, USA"
Super+Featherweight,12,43998,boxer,Orlando Salido,http://boxrec.com/list_bouts.php?human_id=43998&cat=boxer,224,42,29,13,5,2,42(29)-13(5)-2,"{""w"", ""l"", ""w"", ""w"", ""w"", ""l""}",1996,34,orthodox,flag mx,Mexico,"Phoenix, Arizona, USA"
Super+Featherweight,13,475161,boxer,Romain Jacob,http://boxrec.com/list_bouts.php?human_id=475161&cat=boxer,219,23,7,0,0,0,23(7)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,26,orthodox,flag fr,France,"Calais, Pas-de-Calais, France"
Super+Featherweight,14,46852,boxer,Edner Cherry,http://boxrec.com/list_bouts.php?human_id=46852&cat=boxer,199,33,18,6,0,2,33(18)-6-2,"{""nc"", ""w"", ""w"", ""w"", ""w"", ""w""}",2001,32,orthodox,flag us,USA,"Wauchula, Florida, USA"
Super+Featherweight,15,337323,boxer,Daiki Kaneko,http://boxrec.com/list_bouts.php?human_id=337323&cat=boxer,198,21,14,4,1,3,21(14)-4(1)-3,"{""w"", ""w"", ""l"", ""w"", ""w"", ""l""}",2005,26,orthodox,flag jp,Japan,"Yokohama, Kanagawa, Japan"
Super+Featherweight,16,207460,boxer,Jack Asis,http://boxrec.com/list_bouts.php?human_id=207460&cat=boxer,198,33,18,18,6,5,33(18)-18(6)-5,"{""w"", ""d"", ""w"", ""w"", ""w"", ""w""}",2002,31,orthodox,flag au,Australia,"Toowoomba, Queensland, Australia"
