Light+Flyweight,488496,Pedro Guevara,2015-04-11,http://boxrec.com/date_search.php?yyyy=2015&mm=04&dd=11,http://boxrec.com/show_display.php?show_id=711696,602313,boxer,Richard Claveras,http://boxrec.com/list_bouts.php?human_id=602313&cat=boxer,12,0,2,12-0-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Centro de Usos Multiples, Mazatlan, Sinaloa, Mexico",W,TKO,1,12,light flyweight,372,372,36,36,http://boxrec.com//media/index.php?title=Fight:1965399
Light+Flyweight,488496,Pedro Guevara,2014-12-30,http://boxrec.com/date_search.php?yyyy=2014&mm=12&dd=30,http://boxrec.com/show_display.php?show_id=703252,296008,boxer,Akira Yaegashi,http://boxrec.com/list_bouts.php?human_id=296008&cat=boxer,20,4,0,20-4-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}","Metropolitan Gym, Tokyo, Japan",W,KO,7,12,light flyweight,220,372,283,181,http://boxrec.com//media/index.php?title=Fight:1935048
Light+Flyweight,488496,Pedro Guevara,2014-09-20,http://boxrec.com/date_search.php?yyyy=2014&mm=09&dd=20,http://boxrec.com/show_display.php?show_id=698045,479493,boxer,Alejandro Morales,http://boxrec.com/list_bouts.php?human_id=479493&cat=boxer,15,4,0,15-4-0,"{""w"", ""l"", ""w"", ""l"", ""l"", ""w""}","Estadio de Beisbol, Guamuchil, Sinaloa, Mexico",W,TKO,6,8,flyweight,204,204,22,22,http://boxrec.com//media/index.php?title=Fight:1920815
Light+Flyweight,488496,Pedro Guevara,2014-05-31,http://boxrec.com/date_search.php?yyyy=2014&mm=05&dd=31,http://boxrec.com/show_display.php?show_id=689505,94951,boxer,Armando Torres,http://boxrec.com/list_bouts.php?human_id=94951&cat=boxer,19,11,0,19-11-0,"{""l"", ""w"", ""w"", ""w"", ""l"", ""l""}","Sala de Armas Agustín Melgar, Ciudad Deportiva Magdalena Mixhuca, Iztacalco, Distrito Federal, Mexico",W,SD,8,8,light flyweight,235,220,49,65,http://boxrec.com//media/index.php?title=Fight:1891136
Light+Flyweight,488496,Pedro Guevara,2013-11-30,http://boxrec.com/date_search.php?yyyy=2013&mm=11&dd=30,http://boxrec.com/show_display.php?show_id=682131,375291,boxer,Ivan Meneses,http://boxrec.com/list_bouts.php?human_id=375291&cat=boxer,18,12,1,18-12-1,"{""l"", ""l"", ""w"", ""w"", ""l"", ""l""}","Deportivo Agustín Ramos Millan, Toluca, México, Mexico",W,TKO,3,10,light flyweight,235,235,51,51,http://boxrec.com//media/index.php?title=Fight:1850095
Light+Flyweight,488496,Pedro Guevara,2013-07-20,http://boxrec.com/date_search.php?yyyy=2013&mm=07&dd=20,http://boxrec.com/show_display.php?show_id=675609,434878,boxer,Mario Rodriguez,http://boxrec.com/list_bouts.php?human_id=434878&cat=boxer,15,7,4,15-7-4,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}","Domo de la Colosio, Playa del Carmen, Quintana Roo, Mexico",W,UD,12,12,light flyweight,149,235,182,118,http://boxrec.com//media/index.php?title=Fight:1817312
Light+Flyweight,488496,Pedro Guevara,2013-03-30,http://boxrec.com/date_search.php?yyyy=2013&mm=03&dd=30,http://boxrec.com/show_display.php?show_id=666150,292550,boxer,Raul Garcia,http://boxrec.com/list_bouts.php?human_id=292550&cat=boxer,33,2,1,33-2-1,"{""w"", ""w"", ""l"", ""w"", ""w"", ""w""}","Estadio Carranza Limón, Guasave, Sinaloa, Mexico",W,SD,12,12,light flyweight,112,149,181,146,http://boxrec.com//media/index.php?title=Fight:1779439
Light+Flyweight,488496,Pedro Guevara,2012-08-04,http://boxrec.com/date_search.php?yyyy=2012&mm=08&dd=04,http://boxrec.com/show_display.php?show_id=648642,421916,boxer,John Riel Casimero,http://boxrec.com/list_bouts.php?human_id=421916&cat=boxer,16,2,0,16-2-0,"{""w"", ""w"", ""l"", ""l"", ""w"", ""w""}","Centro de Convenciones, Mazatlan, Sinaloa, Mexico",L,SD,12,12,light flyweight,92,112,223,203,http://boxrec.com//media/index.php?title=Fight:1720089
Light+Flyweight,488496,Pedro Guevara,2012-05-19,http://boxrec.com/date_search.php?yyyy=2012&mm=05&dd=19,http://boxrec.com/show_display.php?show_id=642551,274192,boxer,Jose Guadalupe Martinez,http://boxrec.com/list_bouts.php?human_id=274192&cat=boxer,15,6,1,15-6-1,"{""l"", ""l"", ""w"", ""l"", ""w"", ""l""}","Monumental Plaza de Toros, Tepic, Nayarit, Mexico",W,UD,12,12,light flyweight,70,92,44,32,http://boxrec.com//media/index.php?title=Fight:1695209
Light+Flyweight,488496,Pedro Guevara,2012-04-14,http://boxrec.com/date_search.php?yyyy=2012&mm=04&dd=14,http://boxrec.com/show_display.php?show_id=640857,536977,boxer,Patricio Camacho,http://boxrec.com/list_bouts.php?human_id=536977&cat=boxer,12,6,1,12-6-1,"{""w"", ""w"", ""l"", ""w"", ""w"", ""l""}","Auditorio Ernesto Rufo, Rosarito, Baja California, Mexico",W,KO,2,10,light flyweight,70,70,10,10,http://boxrec.com//media/index.php?title=Fight:1686991
