"""Bantamweight""",1,344846,boxer,Shinsuke Yamanaka,http://boxrec.com/list_bouts.php?human_id=344846&cat=boxer,411,23,17,0,0,2,23(17)-0-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2006,32,southpaw,flag jp,Japan,"Tokyo, Japan"
"""Bantamweight""",2,258662,boxer,Kiko Martinez,http://boxrec.com/list_bouts.php?human_id=258662&cat=boxer,301,32,24,5,1,0,32(24)-5(1)-0,"{""w"", ""w"", ""w"", ""w"", ""l"", ""w""}",2004,29,orthodox,flag es,Spain,"Alicante, Comunidad Valenciana, Spain"
"""Bantamweight""",3,472942,boxer,Tomoki Kameda,http://boxrec.com/list_bouts.php?human_id=472942&cat=boxer,298,31,19,0,0,0,31(19)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,23,orthodox,flag jp,Japan,"Tokyo, Japan"
"""Bantamweight""",4,121227,boxer,Liborio Solis,http://boxrec.com/list_bouts.php?human_id=121227&cat=boxer,258,19,9,3,0,1,19(9)-3-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2000,33,orthodox,flag ve,Venezuela,"Maracay, Venezuela"
"""Bantamweight""",5,330468,boxer,Rodrigo Guerrero,http://boxrec.com/list_bouts.php?human_id=330468&cat=boxer,253,22,15,5,0,1,22(15)-5-1,"{""w"", ""w"", ""l"", ""w"", ""w"", ""w""}",2005,27,southpaw,flag mx,Mexico,"Mexico City, Distrito Federal, Mexico"
"""Bantamweight""",6,462044,boxer,Ryosuke Iwasa,http://boxrec.com/list_bouts.php?human_id=462044&cat=boxer,247,19,12,1,1,0,19(12)-1(1)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,25,southpaw,flag jp,Japan,"Kashiwa, Chiba, Japan"
"""Bantamweight""",7,568806,boxer,Shohei Omori,http://boxrec.com/list_bouts.php?human_id=568806&cat=boxer,238,14,9,0,0,0,14(9)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2011,22,southpaw,flag jp,Japan,"Kyoto, Kyoto, Japan"
"""Bantamweight""",8,102501,boxer,Alejandro Hernandez,http://boxrec.com/list_bouts.php?human_id=102501&cat=boxer,225,29,15,11,1,2,29(15)-11(1)-2,"{""l"", ""w"", ""w"", ""w"", ""l"", ""w""}",2002,28,orthodox,flag mx,Mexico,"Mexico City, Distrito Federal, Mexico"
"""Bantamweight""",9,594611,boxer,Ryo Matsumoto,http://boxrec.com/list_bouts.php?human_id=594611&cat=boxer,220,14,12,0,0,0,14(12)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2011,21,orthodox,flag jp,Japan,"Yokohama, Kanagawa, Japan"
"""Bantamweight""",10,530210,boxer,Randy Caballero,http://boxrec.com/list_bouts.php?human_id=530210&cat=boxer,211,22,13,0,0,0,22(13)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2010,24,orthodox,flag us,USA,"Coachella, California, USA"
