"""Light+Flyweight""",1,488496,boxer,Pedro Guevara,http://boxrec.com/list_bouts.php?human_id=488496&cat=boxer,372,25,17,1,0,1,25(17)-1-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,25,orthodox,flag mx,Mexico,"Mazatlan, Sinaloa, Mexico"
"""Light+Flyweight""",2,215599,boxer,Donnie Nietes,http://boxrec.com/list_bouts.php?human_id=215599&cat=boxer,246,35,21,1,0,4,35(21)-1-4,"{""w"", ""d"", ""w"", ""w"", ""w"", ""w""}",2003,32,orthodox,flag ph,Philippines,"Bacolod City, Negros Occidental, Philippines"
"""Light+Flyweight""",3,456722,boxer,Rey Loreto,http://boxrec.com/list_bouts.php?human_id=456722&cat=boxer,222,20,12,13,1,0,20(12)-13(1)-0,"{""w"", ""l"", ""w"", ""w"", ""w"", ""w""}",2008,24,southpaw,flag ph,Philippines,"La Trinidad, Benguet, Philippines"
"""Light+Flyweight""",4,549253,boxer,Francisco Rodriguez Jr,http://boxrec.com/list_bouts.php?human_id=549253&cat=boxer,215,17,11,2,1,1,17(11)-2(1)-1,"{""w"", ""w"", ""w"", ""w"", ""d"", ""w""}",2010,21,orthodox,flag mx,Mexico,"Monterrey, Nuevo León, Mexico"
"""Light+Flyweight""",5,207282,boxer,Ganigan Lopez,http://boxrec.com/list_bouts.php?human_id=207282&cat=boxer,205,25,16,5,1,0,25(16)-5(1)-0,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}",2003,33,southpaw,flag mx,Mexico,"Mexico City, Distrito Federal, Mexico"
"""Light+Flyweight""",6,365362,boxer,Ryoichi Taguchi,http://boxrec.com/list_bouts.php?human_id=365362&cat=boxer,170,21,8,2,0,1,21(8)-2-1,"{""w"", ""w"", ""l"", ""w"", ""w"", ""w""}",2006,28,orthodox,flag jp,Japan,"Tokyo, Japan"
"""Light+Flyweight""",7,331008,boxer,Milan Melindo,http://boxrec.com/list_bouts.php?human_id=331008&cat=boxer,161,32,12,1,0,0,32(12)-1-0,"{""w"", ""w"", ""l"", ""w"", ""w"", ""w""}",2005,27,orthodox,flag ph,Philippines,"Cebu City, Cebu, Philippines"
"""Light+Flyweight""",8,373759,boxer,Yu Kimura,http://boxrec.com/list_bouts.php?human_id=373759&cat=boxer,123,16,3,2,1,1,16(3)-2(1)-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2006,31,orthodox,flag jp,Japan,"Tokyo, Japan"
"""Light+Flyweight""",9,483662,boxer,Randy Petalcorin,http://boxrec.com/list_bouts.php?human_id=483662&cat=boxer,119,23,18,1,1,1,23(18)-1(1)-1,"{""w"", ""d"", ""w"", ""w"", ""w"", ""w""}",2009,23,southpaw,flag ph,Philippines,"General Santos City, Cotabato del Sur, Philippines"
"""Light+Flyweight""",10,387011,boxer,Jonathan Taconing,http://boxrec.com/list_bouts.php?human_id=387011&cat=boxer,117,21,18,2,0,1,21(18)-2-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,28,southpaw,flag ph,Philippines,"Paranaque City, Metro Manila, Philippines"
