Flyweight,319725,Roman Gonzalez,2015-02-28,http://boxrec.com/date_search.php?yyyy=2015&mm=02&dd=28,http://boxrec.com/show_display.php?show_id=707322,41026,boxer,Valentin Leon,http://boxrec.com/list_bouts.php?human_id=41026&cat=boxer,38,28,3,38-28-3,"{""l"", ""l"", ""w"", ""w"", ""w"", ""w""}","Puerto Salvador Allende, Managua, Nicaragua",W,TKO,3,10,super flyweight,457,457,30,30,http://boxrec.com//media/index.php?title=Fight:1956019
Flyweight,319725,Roman Gonzalez,2014-11-22,http://boxrec.com/date_search.php?yyyy=2014&mm=11&dd=22,http://boxrec.com/show_display.php?show_id=700804,197297,boxer,Rocky Fuentes,http://boxrec.com/list_bouts.php?human_id=197297&cat=boxer,35,7,2,35-7-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}","Yokohama International Swimming Pool, Yokohama, Kanagawa, Japan",W,TKO,6,12,flyweight,470,482,143,131,http://boxrec.com//media/index.php?title=Fight:1929533
Flyweight,319725,Roman Gonzalez,2014-09-05,http://boxrec.com/date_search.php?yyyy=2014&mm=09&dd=05,http://boxrec.com/show_display.php?show_id=695606,296008,boxer,Akira Yaegashi,http://boxrec.com/list_bouts.php?human_id=296008&cat=boxer,20,3,0,20-3-0,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}","Yoyogi #2 Gymnasium, Tokyo, Japan",W,TKO,9,12,flyweight,275,470,419,263,http://boxrec.com//media/index.php?title=Fight:1902830
Flyweight,319725,Roman Gonzalez,2014-04-06,http://boxrec.com/date_search.php?yyyy=2014&mm=04&dd=06,http://boxrec.com/show_display.php?show_id=687119,442767,boxer,Juan Purisima,http://boxrec.com/list_bouts.php?human_id=442767&cat=boxer,11,4,1,11-4-1,"{""l"", ""w"", ""w"", ""w"", ""w"", ""l""}","Ota-City General Gymnasium, Tokyo, Japan",W,TKO,3,8,flyweight,322,322,39,39,http://boxrec.com//media/index.php?title=Fight:1867748
Flyweight,319725,Roman Gonzalez,2014-02-15,http://boxrec.com/date_search.php?yyyy=2014&mm=02&dd=15,http://boxrec.com/show_display.php?show_id=686360,337188,boxer,Juan Kantun,http://boxrec.com/list_bouts.php?human_id=337188&cat=boxer,21,5,3,21-5-3,"{""d"", ""w"", ""w"", ""l"", ""w"", ""l""}","Palenque de la Feria Mesoamericana, Tapachula, Chiapas, Mexico",W,TKO,6,10,flyweight,322,322,46,46,http://boxrec.com//media/index.php?title=Fight:1864034
Flyweight,319725,Roman Gonzalez,2013-11-10,http://boxrec.com/date_search.php?yyyy=2013&mm=11&dd=10,http://boxrec.com/show_display.php?show_id=679457,184153,boxer,Oscar Blanquet,http://boxrec.com/list_bouts.php?human_id=184153&cat=boxer,32,6,1,32-6-1,"{""l"", ""w"", ""w"", ""w"", ""l"", ""l""}","Kokugikan, Tokyo, Japan",W,TKO,2,10,super flyweight,289,305,108,92,http://boxrec.com//media/index.php?title=Fight:1835442
Flyweight,319725,Roman Gonzalez,2013-09-21,http://boxrec.com/date_search.php?yyyy=2013&mm=09&dd=21,http://boxrec.com/show_display.php?show_id=676902,549253,boxer,Francisco Rodriguez Jr,http://boxrec.com/list_bouts.php?human_id=549253&cat=boxer,12,1,0,12-1-0,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}","Crowne Plaza, Managua, Nicaragua",W,TKO,7,10,flyweight,298,304,87,81,http://boxrec.com//media/index.php?title=Fight:1826181
Flyweight,319725,Roman Gonzalez,2013-05-25,http://boxrec.com/date_search.php?yyyy=2013&mm=05&dd=25,http://boxrec.com/show_display.php?show_id=669861,270830,boxer,Ronald Barrera,http://boxrec.com/list_bouts.php?human_id=270830&cat=boxer,30,11,2,30-11-2,"{""w"", ""w"", ""l"", ""w"", ""l"", ""l""}","Polideportivo Espana, Managua, Nicaragua",W,TKO,5,10,super flyweight,283,283,35,35,http://boxrec.com//media/index.php?title=Fight:1793198
Flyweight,319725,Roman Gonzalez,2012-11-17,http://boxrec.com/date_search.php?yyyy=2012&mm=11&dd=17,http://boxrec.com/show_display.php?show_id=648819,467843,boxer,Juan Francisco Estrada,http://boxrec.com/list_bouts.php?human_id=467843&cat=boxer,26,1,0,26-1-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Sports Arena, Los Angeles, California, USA",W,UD,12,12,light flyweight,231,321,264,181,http://boxrec.com//media/index.php?title=Fight:1742117
Flyweight,319725,Roman Gonzalez,2012-10-06,http://boxrec.com/date_search.php?yyyy=2012&mm=10&dd=06,http://boxrec.com/show_display.php?show_id=653128,490367,boxer,Stiven Monterrosa,http://boxrec.com/list_bouts.php?human_id=490367&cat=boxer,9,0,2,9-0-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Hotel Holiday Inn, Managua, Nicaragua",W,TKO,3,10,flyweight,215,215,5,5,http://boxrec.com//media/index.php?title=Fight:1734207
