Middleweight,1,356831,boxer,Gennady Golovkin,http://boxrec.com/list_bouts.php?human_id=356831&cat=boxer,1085,32,29,0,0,0,32(29)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2006,33,orthodox,flag kz,Kazakhstan,"Los Angeles, California, USA"
Middleweight,2,33535,boxer,Miguel Cotto,http://boxrec.com/list_bouts.php?human_id=33535&cat=boxer,783,39,32,4,2,0,39(32)-4(2)-0,"{""w"", ""w"", ""l"", ""l"", ""w"", ""w""}",2001,34,orthodox,flag pr,Puerto Rico,"Caguas, Puerto Rico"
Middleweight,3,316441,boxer,Peter Quillin,http://boxrec.com/list_bouts.php?human_id=316441&cat=boxer,566,31,22,0,0,1,31(22)-0-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""d""}",2005,31,orthodox,flag us,USA,"Brooklyn, New York, USA"
Middleweight,4,14429,boxer,Sergio Gabriel Martinez,http://boxrec.com/list_bouts.php?human_id=14429&cat=boxer,521,51,28,3,2,2,51(28)-3(2)-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}",1997,40,southpaw,flag ar,Argentina,"Madrid, Comunidad de Madrid, Spain"
Middleweight,5,344849,boxer,Andy Lee,http://boxrec.com/list_bouts.php?human_id=344849&cat=boxer,502,34,24,2,2,1,34(24)-2(2)-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""d""}",2006,30,southpaw,flag ie,Ireland,"London, United Kingdom"
Middleweight,6,31056,boxer,Jermain Taylor,http://boxrec.com/list_bouts.php?human_id=31056&cat=boxer,491,33,20,4,3,1,33(20)-4(3)-1,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}",2001,36,orthodox,flag us,USA,"Maumelle, Arkansas, USA"
Middleweight,7,432984,boxer,Daniel Jacobs,http://boxrec.com/list_bouts.php?human_id=432984&cat=boxer,441,29,26,1,1,0,29(26)-1(1)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,28,orthodox,flag us,USA,"Brooklyn, New York, USA"
Middleweight,8,272538,boxer,Daniel Geale,http://boxrec.com/list_bouts.php?human_id=272538&cat=boxer,427,31,16,3,1,0,31(16)-3(1)-0,"{""w"", ""w"", ""l"", ""w"", ""l"", ""w""}",2004,34,orthodox,flag au,Australia,"Mt Annan, New South Wales, Australia"
Middleweight,9,14452,boxer,Sam Soliman,http://boxrec.com/list_bouts.php?human_id=14452&cat=boxer,421,44,18,12,1,0,44(18)-12(1)-0,"{""w"", ""w"", ""nc"", ""w"", ""w"", ""l""}",1997,41,orthodox,flag au,Australia,"Melbourne, Victoria, Australia"
Middleweight,10,389007,boxer,Jorge Sebastian Heiland,http://boxrec.com/list_bouts.php?human_id=389007&cat=boxer,395,25,13,4,0,2,25(13)-4-2,"{""w"", ""l"", ""w"", ""w"", ""w"", ""w""}",2007,28,southpaw,flag ar,Argentina,"Gonzalez Catan, Buenos Aires, Argentina"
Middleweight,11,294764,boxer,Hassan N'Dam N'Jikam,http://boxrec.com/list_bouts.php?human_id=294764&cat=boxer,379,31,18,1,0,0,31(18)-1-0,"{""w"", ""l"", ""w"", ""w"", ""w"", ""w""}",2004,31,orthodox,flag fr,France,"Pantin, Seine-Saint-Denis, France"
Middleweight,12,389447,boxer,David Lemieux,http://boxrec.com/list_bouts.php?human_id=389447&cat=boxer,377,33,31,2,1,0,33(31)-2(1)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,26,orthodox,flag ca,Canada,"Montreal, Quebec, Canada"
Middleweight,13,588468,boxer,Chris Eubank Jr,http://boxrec.com/list_bouts.php?human_id=588468&cat=boxer,348,19,14,1,0,0,19(14)-1-0,"{""w"", ""w"", ""w"", ""w"", ""l"", ""w""}",2011,25,orthodox,flag uk,United Kingdom,"Brighton, Sussex, United Kingdom"
Middleweight,14,424318,boxer,Martin Murray,http://boxrec.com/list_bouts.php?human_id=424318&cat=boxer,344,29,12,2,1,1,29(12)-2(1)-1,"{""l"", ""w"", ""w"", ""w"", ""w"", ""l""}",2007,32,orthodox,flag uk,United Kingdom,"St Helens, Merseyside, United Kingdom"
Middleweight,15,116364,boxer,Marco Antonio Rubio,http://boxrec.com/list_bouts.php?human_id=116364&cat=boxer,295,59,51,7,4,1,59(51)-7(4)-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}",2000,34,orthodox,flag mx,Mexico,"Torreon, Coahuila de Zaragoza, Mexico"
Middleweight,16,285333,boxer,Akio Shibata,http://boxrec.com/list_bouts.php?human_id=285333&cat=boxer,289,25,11,8,5,1,25(11)-8(5)-1,"{""w"", ""l"", ""w"", ""w"", ""w"", ""w""}",2003,33,orthodox,flag jp,Japan,"Tokyo, Japan"
Middleweight,17,657422,boxer,Ryota Murata,http://boxrec.com/list_bouts.php?human_id=657422&cat=boxer,267,7,5,0,0,0,7(5)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2013,29,orthodox,flag jp,Japan,"Tokyo, Japan"
Middleweight,18,445588,boxer,Willie Monroe Jr,http://boxrec.com/list_bouts.php?human_id=445588&cat=boxer,266,19,6,1,0,0,19(6)-1-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,28,southpaw,flag us,USA,"Ithaca, New York, USA"
Middleweight,19,482499,boxer,Billy Joe Saunders,http://boxrec.com/list_bouts.php?human_id=482499&cat=boxer,261,21,11,0,0,0,21(11)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2009,25,southpaw,flag uk,United Kingdom,"Hatfield, Hertfordshire, United Kingdom"
Middleweight,20,539640,boxer,Maciej Sulecki,http://boxrec.com/list_bouts.php?human_id=539640&cat=boxer,259,20,5,0,0,0,20(5)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2010,25,orthodox,flag pl,Poland,"Warsaw, Poland"
Middleweight,21,469544,boxer,Matt Korobov,http://boxrec.com/list_bouts.php?human_id=469544&cat=boxer,246,24,14,1,1,0,24(14)-1(1)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""l""}",2008,32,southpaw,flag ru,Russia,"Saint Petersburg, Florida, USA"
Middleweight,22,433872,boxer,Andrey Meryasev,http://boxrec.com/list_bouts.php?human_id=433872&cat=boxer,245,17,12,0,0,0,17(12)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,27,orthodox,flag ru,Russia,"Saint Petersburg, Russia"
Middleweight,23,90060,boxer,Osumanu Adama,http://boxrec.com/list_bouts.php?human_id=90060&cat=boxer,243,23,17,4,1,0,23(17)-4(1)-0,"{""w"", ""l"", ""w"", ""w"", ""l"", ""w""}",2001,34,orthodox,flag gh,Ghana,"Joliet, Illinois, USA"
Middleweight,24,667461,boxer,Ievgen Khytrov,http://boxrec.com/list_bouts.php?human_id=667461&cat=boxer,241,10,9,0,0,0,10(9)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2013,26,orthodox,flag us,USA,"Brooklyn, New York, USA"
