"""Minimumweight""",1,383177,boxer,Wanheng Menayothin,http://boxrec.com/list_bouts.php?human_id=383177&cat=boxer,221,37,12,0,0,0,37(12)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,29,orthodox,flag th,Thailand,"Bangkok, Thailand"
"""Minimumweight""",2,397849,boxer,Hekkie Budler,http://boxrec.com/list_bouts.php?human_id=397849&cat=boxer,202,28,9,1,0,0,28(9)-1-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2007,26,orthodox,flag za,South Africa,"Johannesburg, Gauteng, South Africa"
"""Minimumweight""",3,110049,boxer,Katsunari Takayama,http://boxrec.com/list_bouts.php?human_id=110049&cat=boxer,201,29,11,7,1,0,29(11)-7(1)-0,"{""w"", ""w"", ""w"", ""l"", ""w"", ""w""}",2000,31,orthodox,flag jp,Japan,"Osaka, Osaka, Japan"
"""Minimumweight""",4,666339,boxer,Kosei Tanaka,http://boxrec.com/list_bouts.php?human_id=666339&cat=boxer,115,4,2,0,0,0,4(2)-0-0,"{""w"", ""w"", ""w"", ""w""}",2013,19,orthodox,flag jp,Japan,"Nagoya, Aichi, Japan"
"""Minimumweight""",5,458703,boxer,Carlos Buitrago,http://boxrec.com/list_bouts.php?human_id=458703&cat=boxer,113,28,16,1,0,1,28(16)-1-1,"{""w"", ""w"", ""w"", ""d"", ""l"", ""w""}",2008,23,orthodox,flag ni,Nicaragua,"Managua, Nicaragua"
"""Minimumweight""",6,617144,boxer,Knockout CP Freshmart,http://boxrec.com/list_bouts.php?human_id=617144&cat=boxer,106,10,5,0,0,0,10(5)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2012,24,orthodox,flag th,Thailand,"Surin, Thailand"
"""Minimumweight""",7,434878,boxer,Mario Rodriguez,http://boxrec.com/list_bouts.php?human_id=434878&cat=boxer,98,19,12,10,1,4,19(12)-10(1)-4,"{""w"", ""l"", ""w"", ""w"", ""w"", ""l""}",2005,26,orthodox,flag mx,Mexico,"Guasave, Sinaloa, Mexico"
"""Minimumweight""",8,531601,boxer,Oswaldo Novoa,http://boxrec.com/list_bouts.php?human_id=531601&cat=boxer,94,14,9,5,1,2,14(9)-5(1)-2,"{""w"", ""w"", ""w"", ""w"", ""l"", ""d""}",2010,33,orthodox,flag mx,Mexico,"Guadalajara, Jalisco, Mexico"
"""Minimumweight""",9,366951,boxer,Xiong Zhao Zhong,http://boxrec.com/list_bouts.php?human_id=366951&cat=boxer,83,25,14,6,1,1,25(14)-6(1)-1,"{""w"", ""l"", ""w"", ""w"", ""l"", ""w""}",2006,32,orthodox,flag cn,China,"Kunming, China"
"""Minimumweight""",10,451052,boxer,Jesus Silvestre,http://boxrec.com/list_bouts.php?human_id=451052&cat=boxer,80,30,22,6,1,0,30(22)-6(1)-0,"{""l"", ""w"", ""l"", ""w"", ""w"", ""l""}",2006,25,orthodox,flag mx,Mexico,"Tepic, Nayarit, Mexico"
