"""Lightweight""",1,306377,boxer,Mickey Bey,http://boxrec.com/list_bouts.php?human_id=306377&cat=boxer,408,21,10,1,1,1,21(10)-1(1)-1,"{""w"", ""nc"", ""l"", ""w"", ""w"", ""w""}",2005,31,orthodox,flag us,USA,"Cleveland, Ohio, USA"
"""Lightweight""",2,238429,boxer,Denis Shafikov,http://boxrec.com/list_bouts.php?human_id=238429&cat=boxer,397,35,19,1,0,1,35(19)-1-1,"{""w"", ""w"", ""w"", ""l"", ""w"", ""w""}",2003,29,southpaw,flag ru,Russia,"Miass, Russia"
"""Lightweight""",3,357157,boxer,Miguel Vazquez,http://boxrec.com/list_bouts.php?human_id=357157&cat=boxer,392,35,13,4,0,0,35(13)-4-0,"{""w"", ""w"", ""w"", ""w"", ""l"", ""w""}",2006,28,orthodox,flag mx,Mexico,"Guadalajara, Jalisco, Mexico"
"""Lightweight""",4,456275,boxer,Omar Figueroa Jr,http://boxrec.com/list_bouts.php?human_id=456275&cat=boxer,376,24,18,0,0,1,24(18)-0-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,25,orthodox,flag us,USA,"Weslaco, Texas, USA"
"""Lightweight""",5,203356,boxer,Kevin Mitchell,http://boxrec.com/list_bouts.php?human_id=203356&cat=boxer,343,39,29,2,2,0,39(29)-2(2)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2003,30,orthodox,flag uk,United Kingdom,"Dagenham, Essex, United Kingdom"
"""Lightweight""",6,140100,boxer,Miguel Roman,http://boxrec.com/list_bouts.php?human_id=140100&cat=boxer,328,50,37,11,1,0,50(37)-11(1)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2003,29,orthodox,flag mx,Mexico,"Ciudad Juarez, Chihuahua, Mexico"
"""Lightweight""",7,22610,boxer,Petr Petrov,http://boxrec.com/list_bouts.php?human_id=22610&cat=boxer,304,36,17,4,1,2,36(17)-4(1)-2,"{""w"", ""l"", ""w"", ""w"", ""w"", ""w""}",2000,32,orthodox,flag ru,Russia,"Madrid, Comunidad de Madrid, Spain"
"""Lightweight""",8,343110,boxer,Richar Abril,http://boxrec.com/list_bouts.php?human_id=343110&cat=boxer,303,19,8,3,0,1,19(8)-3-1,"{""w"", ""w"", ""w"", ""l"", ""w"", ""w""}",2005,32,orthodox,flag cu,Cuba,"Miami, Florida, USA"
"""Lightweight""",9,157610,boxer,Jorge Linares,http://boxrec.com/list_bouts.php?human_id=157610&cat=boxer,298,38,25,3,3,0,38(25)-3(3)-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2002,29,orthodox,flag ve,Venezuela,"Tokyo, Japan"
"""Lightweight""",10,451354,boxer,Dejan Zlaticanin,http://boxrec.com/list_bouts.php?human_id=451354&cat=boxer,279,20,13,0,0,0,20(13)-0-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}",2008,31,southpaw,flag me,Montenegro,"Podgorica, Montenegro"
"""Lightweight""",11,391770,boxer,Yuriorkis Gamboa,http://boxrec.com/list_bouts.php?human_id=391770&cat=boxer,264,24,17,1,1,0,24(17)-1(1)-0,"{""w"", ""w"", ""w"", ""w"", ""l"", ""w""}",2007,33,orthodox,flag cu,Cuba,"Miami, Florida, USA"
