"""Super+Flyweight""",628407,Naoya Inoue,2014-12-30,http://boxrec.com/date_search.php?yyyy=2014&mm=12&dd=30,http://boxrec.com/show_display.php?show_id=703252,38843,boxer,Omar Andres Narvaez,http://boxrec.com/list_bouts.php?human_id=38843&cat=boxer,43,1,2,43-1-2,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Metropolitan Gym, Tokyo, Japan",W,KO,2,12,super flyweight,295,452,350,227,http://boxrec.com//media/index.php?title=Fight:1934039
"""Super+Flyweight""",628407,Naoya Inoue,2014-09-05,http://boxrec.com/date_search.php?yyyy=2014&mm=09&dd=05,http://boxrec.com/show_display.php?show_id=695606,548623,boxer,Samartlek Kokietgym,http://boxrec.com/list_bouts.php?human_id=548623&cat=boxer,17,4,0,17-4-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Yoyogi #2 Gymnasium, Tokyo, Japan",W,TKO,11,12,light flyweight,334,334,25,25,http://boxrec.com//media/index.php?title=Fight:1902831
"""Super+Flyweight""",628407,Naoya Inoue,2014-04-06,http://boxrec.com/date_search.php?yyyy=2014&mm=04&dd=06,http://boxrec.com/show_display.php?show_id=687119,351188,boxer,Adrian Hernandez,http://boxrec.com/list_bouts.php?human_id=351188&cat=boxer,29,2,1,29-2-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Ota-City General Gymnasium, Tokyo, Japan",W,TKO,6,12,light flyweight,182,334,278,175,http://boxrec.com//media/index.php?title=Fight:1867747
"""Super+Flyweight""",628407,Naoya Inoue,2013-12-06,http://boxrec.com/date_search.php?yyyy=2013&mm=12&dd=06,http://boxrec.com/show_display.php?show_id=680646,443624,boxer,Jerson Mancio,http://boxrec.com/list_bouts.php?human_id=443624&cat=boxer,18,3,3,18-3-3,"{""l"", ""w"", ""w"", ""w"", ""w"", ""w""}","Kokugikan, Tokyo, Japan",W,TKO,5,12,light flyweight,154,182,87,65,http://boxrec.com//media/index.php?title=Fight:1840041
"""Super+Flyweight""",628407,Naoya Inoue,2013-08-25,http://boxrec.com/date_search.php?yyyy=2013&mm=08&dd=25,http://boxrec.com/show_display.php?show_id=674568,365362,boxer,Ryoichi Taguchi,http://boxrec.com/list_bouts.php?human_id=365362&cat=boxer,18,1,1,18-1-1,"{""w"", ""w"", ""w"", ""d"", ""w"", ""w""}","Sky Arena, Zama, Kanagawa, Japan",W,UD,10,10,light flyweight,77,154,157,108,http://boxrec.com//media/index.php?title=Fight:1812920
"""Super+Flyweight""",628407,Naoya Inoue,2013-04-16,http://boxrec.com/date_search.php?yyyy=2013&mm=04&dd=16,http://boxrec.com/show_display.php?show_id=665611,240263,boxer,Yuki Sano,http://boxrec.com/list_bouts.php?human_id=240263&cat=boxer,17,2,4,17-2-4,"{""w"", ""w"", ""w"", ""l"", ""d"", ""w""}","Korakuen Hall, Tokyo, Japan",W,TKO,10,10,flyweight,41,72,35,24,http://boxrec.com//media/index.php?title=Fight:1777245
"""Super+Flyweight""",628407,Naoya Inoue,2013-01-05,http://boxrec.com/date_search.php?yyyy=2013&mm=01&dd=05,http://boxrec.com/show_display.php?show_id=659199,250771,boxer,Ngaoprajan Chuwatana,http://boxrec.com/list_bouts.php?human_id=250771&cat=boxer,9,10,0,9-10-0,"{""w"", ""w"", ""l"", ""l"", ""w"", ""l""}","Korakuen Hall, Tokyo, Japan",W,KO,1,8,flyweight,38,41,10,9,http://boxrec.com//media/index.php?title=Fight:1751782
"""Super+Flyweight""",628407,Naoya Inoue,2012-10-02,http://boxrec.com/date_search.php?yyyy=2012&mm=10&dd=02,http://boxrec.com/show_display.php?show_id=650148,520602,boxer,Crison Omayao,http://boxrec.com/list_bouts.php?human_id=520602&cat=boxer,16,4,1,16-4-1,"{""w"", ""l"", ""w"", ""w"", ""w"", ""l""}","Korakuen Hall, Tokyo, Japan",W,KO,4,8,light flyweight,0,38,40,23,http://boxrec.com//media/index.php?title=Fight:1740000
"""Super+Flyweight""",453289,Carlos Cuadras,2015-04-04,http://boxrec.com/date_search.php?yyyy=2015&mm=04&dd=04,http://boxrec.com/show_display.php?show_id=710652,352728,boxer,Luis Concepcion,http://boxrec.com/list_bouts.php?human_id=352728&cat=boxer,32,3,0,32-3-0,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Unidad Deportiva Martín Alarcón, Metepec, México, Mexico",W,UD,12,12,super flyweight,317,350,152,119,http://boxrec.com//media/index.php?title=Fight:1954224
"""Super+Flyweight""",453289,Carlos Cuadras,2014-11-13,http://boxrec.com/date_search.php?yyyy=2014&mm=11&dd=13,http://boxrec.com/show_display.php?show_id=701619,443616,boxer,Marvin Mabait,http://boxrec.com/list_bouts.php?human_id=443616&cat=boxer,19,2,2,19-2-2,"{""w"", ""l"", ""w"", ""w"", ""w"", ""l""}","Washington Hilton, Washington, District of Columbia, USA",W,TKO,6,12,super flyweight,302,317,108,94,http://boxrec.com//media/index.php?title=Fight:1928527
"""Super+Flyweight""",453289,Carlos Cuadras,2014-09-20,http://boxrec.com/date_search.php?yyyy=2014&mm=09&dd=20,http://boxrec.com/show_display.php?show_id=698045,424987,boxer,Jose Salgado,http://boxrec.com/list_bouts.php?human_id=424987&cat=boxer,34,2,1,34-2-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Estadio de Beisbol, Guamuchil, Sinaloa, Mexico",D,TD,4,12,super flyweight,302,302,155,155,http://boxrec.com//media/index.php?title=Fight:1917888
"""Super+Flyweight""",453289,Carlos Cuadras,2014-05-31,http://boxrec.com/date_search.php?yyyy=2014&mm=05&dd=31,http://boxrec.com/show_display.php?show_id=689505,528191,boxer,Srisaket Sor Rungvisai,http://boxrec.com/list_bouts.php?human_id=528191&cat=boxer,27,3,1,27-3-1,"{""w"", ""w"", ""w"", ""w"", ""w"", ""w""}","Sala de Armas Agustín Melgar, Ciudad Deportiva Magdalena Mixhuca, Iztacalco, Distrito Federal, Mexico",W,TD,8,12,super flyweight,212,302,291,230,http://boxrec.com//media/index.php?title=Fight:1877893
