BEGIN
                name                 |   str   
 Abdul Kikukwe                       |    0.30
 German Vargas Vargas                |    0.30
 Idd Alali                           |    0.30
 Andrew Almaguer                     |    0.30
 Kashif Mohamed                      |    0.30
 Victor Hugo Fernandez               |    0.30
 Luis Rosales                        |    0.30
 Handsome Mizukami                   |    0.30
 Jason Davey                         |    0.30
 Jose Manuel Montoya                 |    0.30
 Hamisi Mjapan                       |    0.30
 Jose Nicero Nicasio Da Silva        |    0.30
 Lindithuba Wole                     |    0.30
 Fernando Gonzalez                   |    0.30
 Oscar Estrada                       |    0.30
 Brandon Riddell                     |    0.29
 Yesilat Berkta                      |    0.29
 Ivan Ceron                          |    0.29
 Lukas Ablozevicius                  |    0.29
 Victor Edagha                       |    0.29
 Cristian Jesus Mores                |    0.29
 Francisco Antonio Alacantara        |    0.29
 Agustin Ezequiel Maidana            |    0.29
 Johnrey Lorico                      |    0.29
 Gilberto Meza                       |    0.29
 Paul Cupitt                         |    0.29
 Gaston Ortiz                        |    0.29
 Matt Chavez                         |    0.29
 Gusti Elnino                        |    0.29
 Mongkolchai Sithsomchai             |    0.29
 Bobir Normatov                      |    0.29
 Anthony Bowman                      |    0.29
 Ivan Ramirez                        |    0.29
 Antonio Villa                       |    0.29
 Emmanuel Rodriguez                  |    0.29
 Milton Shuir                        |    0.29
 Daniel Roy Maxwell                  |    0.29
 Derrick Lehman                      |    0.29
 Nicolas Larmet                      |    0.29
 Sean Nurse                          |    0.29
 Saengpetch Lukmatulee               |    0.29
 Andrew Selvig                       |    0.29
 Tatsuya Aizu                        |    0.29
 Georgi Stefanov                     |    0.29
 Felipe Gonzalez                     |    0.29
 Fernando Jesus Decaillet            |    0.29
 Alando Pugh                         |    0.29
 Hiroki Arimura                      |    0.29
 Redouan Bentalev                    |    0.29
 Alphonso Sanchez                    |    0.29
 Juan Manuel Villordo                |    0.29
 Claudio Aguilar                     |    0.29
 Ousman Dominguez                    |    0.29
 Vladimir Cortez                     |    0.29
 Frank Greaves                       |    0.29
 Mitch Therle                        |    0.29
 Lexie Keshick                       |    0.29
 Kayfai Singmanasak                  |    0.29
 Jorge Cordero                       |    0.29
 Den Sithsaithong                    |    0.29
 Alfredo Cardenas                    |    0.29
 Mirnes Denadic                      |    0.29
 Brian Imes                          |    0.29
 Aleksas Vaseris                     |    0.29
 Alex Matamoros                      |    0.29
 Amelio de Arcos                     |    0.29
 Carlos Dixon                        |    0.29
 Diego Gaston Acosta                 |    0.29
 Roberto Carlos                      |    0.29
 Romans Moldavcuks                   |    0.29
 Jesus Miguel Zamora                 |    0.29
 Richard Ingo                        |    0.29
 Ismael Fernandez                    |    0.29
 Gladwin Dorway                      |    0.29
 Sam Leuii                           |    0.29
 Sarawut Thawornkham                 |    0.29
 Satoshi Hongo                       |    0.29
 Anyway Katunga                      |    0.29
 Michael Birthmark                   |    0.29
 Lioscar Malo                        |    0.29
 Ayanda Liwana                       |    0.29
 Vladyslav Nikitenko                 |    0.29
 Faisal Hashedi                      |    0.29
 Takeshi Ishiwatari                  |    0.29
 Jose Hernandez                      |    0.29
 Angelo Mancuso                      |    0.29
 Jonathan Jeter                      |    0.29
 Hector Alejandro Videla             |    0.29
 Brian Rueda                         |    0.28
 Joel Kwong                          |    0.28
 Curtis Waller                       |    0.28
 Khvicha Gigolashvili                |    0.28
 Musa Hassan                         |    0.28
 Jaylord Montesa                     |    0.28
 Ma Hao Jie                          |    0.28
 Mark Marticio                       |    0.28
 Jose Saldivar Torres                |    0.28
 Joachim Elkaim                      |    0.28
 Sandi Korga                         |    0.28
 Ronald Mulinde                      |    0.28
 Menard Zaragosa                     |    0.28
 Gift Bholo                          |    0.28
 Nobel Mkigoma                       |    0.28
 Emmanuel Zuniga                     |    0.28
 Esteban Gabriel Aranda              |    0.28
 Romeo Norville                      |    0.28
 Xolani Gellem                       |    0.28
 Luis Ovando                         |    0.28
 Shakir Aquel Dunn                   |    0.28
 Ruben Adrian Gavilan                |    0.28
 Fredy Sosa Gonzalez                 |    0.28
 Zaurs Sadihovs                      |    0.28
 Robbie Harris                       |    0.28
 Yuya Nakazato                       |    0.28
 Jay Idrogo                          |    0.28
 Mehmet Karaka                       |    0.28
 Cristian Daniel Larrea              |    0.28
 Michal Vosyka                       |    0.28
 Adolfo Espinoza                     |    0.28
 Suriyan Sith Kor Phon 1996          |    0.28
 Andrejs Tolstihs                    |    0.28
 Rotthang Wor Por Srisaket           |    0.28
 Jeffrey Jimenez                     |    0.28
 Lucas Orlando Oyola                 |    0.28
 Alexander Armuelles                 |    0.28
 Bojan Radovic                       |    0.28
 Gabor Zsalek                        |    0.28
 Mustapha Stini                      |    0.28
 Jhofel CamoCamo                     |    0.28
 Claudio Hurtado                     |    0.28
 Oscar Rojas                         |    0.28
 Alejandro Alonso                    |    0.28
 Quintez Bozell                      |    0.28
 Joel Ruiz                           |    0.28
 Arjet Caballes                      |    0.28
 Marqus Jackson                      |    0.28
 Seth Hebenstreit                    |    0.28
 Ivan Morelos                        |    0.28
 Carlos Cuarin                       |    0.28
 Indra Datista                       |    0.28
 Jesus Gonzales                      |    0.28
 Jovica Kokot                        |    0.28
 Cloud Byemelwa                      |    0.28
 Pablo Martin Perrino                |    0.28
 Juan Carlos Martinez                |    0.28
 Ismael Vazquez                      |    0.28
 Anele Goci                          |    0.28
 Muhammed Mshamu                     |    0.28
 Charles Watson                      |    0.28
 Pablo Ledesma                       |    0.28
 Dwayne Hinds                        |    0.28
 Marcelo Acosta                      |    0.28
 Nilson Tejero                       |    0.28
 Jovica Jovanovic                    |    0.28
 Saming Sithachansanguan             |    0.28
 Adalbert Valenzuela                 |    0.28
 George Owenge                       |    0.28
 Gustavo Martinez                    |    0.28
 David Villard                       |    0.28
 Naoki Okamura                       |    0.28
 Louis Loemoli                       |    0.28
 Artem Karasev                       |    0.28
 David Ramos                         |    0.28
 James Jenkins                       |    0.28
 Jose Ignacio Sanchez                |    0.28
 Cole Milani                         |    0.28
 Rafael Rivera                       |    0.28
 Richard Hernandez                   |    0.28
 Charles Tetteh                      |    0.28
 Luis Angel Hernandez                |    0.28
 Antwan Robertson                    |    0.28
 Alexis Baez                         |    0.28
 Oscar Navarrete                     |    0.28
 Gyorgy Kutasi                       |    0.28
 Amin Haruni                         |    0.28
 Mack Babb                           |    0.28
 Yuta Teruya                         |    0.28
 Master Mangaladzi                   |    0.28
 Manuel Servin Diaz                  |    0.28
 Steven Kennedy                      |    0.27
 Albert Avina                        |    0.27
 Edgar Villa                         |    0.27
 Paul Morris                         |    0.27
 Tona Perez                          |    0.27
 Eric George                         |    0.27
 Masahiko Jikan                      |    0.27
 Csaba Vinis                         |    0.27
 Noboru Sasaki                       |    0.27
 Richard McCombs                     |    0.27
 Germain Carson                      |    0.27
 Jun Blazo                           |    0.27
 Abdul Shamte                        |    0.27
 Tamas Hortobagyi                    |    0.27
 David Nyiri                         |    0.27
 Reza Taher Abadi                    |    0.27
 Daniel Haule                        |    0.27
 Keita Yamamoto                      |    0.27
 Osman Rivera                        |    0.27
 Yeison Reyes                        |    0.27
 Daniel Avila                        |    0.27
 Carlos Sandoval                     |    0.27
 Robert Gene Hill Jr                 |    0.27
 Dechapon Suwunnalird                |    0.27
 Gregorio Vergara                    |    0.27
 Denis Kenzhegaliev                  |    0.27
 Michael Felan                       |    0.27
 Tunahan Keser                       |    0.27
 Jonathan David Rodas                |    0.27
 Gogosina Ulutoa                     |    0.27
 Ismael Segovia                      |    0.27
 Sixto Candela                       |    0.27
 Monteiro Fernandez                  |    0.27
 Leonardo Valenzuela                 |    0.27
 Gergely Biro                        |    0.27
 Fernando Luz                        |    0.27
 Brett Murphy                        |    0.27
 Javier Ortega                       |    0.27
 Ruben Calderon                      |    0.27
 Marcio Da Silva Gomes               |    0.27
 Yuki Uchida                         |    0.27
 Kazuki Sanpei                       |    0.27
 Jade Ealy                           |    0.27
 Chatpayak Sithkopon Nuengkawkawhok  |    0.27
 Fernando Ruben Caceres              |    0.27
 Vincent Fouldrin                    |    0.27
 Freddy Oporta                       |    0.27
 Bela Gyongyosi                      |    0.27
 Jose Sanchez                        |    0.27
 Arnold Garcia                       |    0.27
 Gilberto Valdez                     |    0.27
 Mauricio Blanco                     |    0.27
 Naoki Minami                        |    0.27
 Gustavo Armando Chavez Duenas       |    0.27
 Evan Woolsey                        |    0.27
 Victor Esquer                       |    0.27
 German Ignacio Peralta              |    0.27
 Johannes Niingoti                   |    0.27
 Darrell Jones                       |    0.27
 Amedeo Maurizio                     |    0.27
 Ryan Love                           |    0.27
 Jhon Leo Galleposo                  |    0.27
 Bryan Dailey                        |    0.27
 Miguel Ortigoza                     |    0.27
 Maurice Amaro                       |    0.27
 Elias Polanco                       |    0.27
 Mateo Soto                          |    0.27
 Istvan Orsos                        |    0.27
 Hoy Mack                            |    0.27
 Cristian Pastarini                  |    0.27
 Lorenzo Rayo                        |    0.27
 Boniface Mwandemele                 |    0.27
 Yaser Ali                           |    0.27
 Kavin Parrenas                      |    0.27
 Matt Te Paa                         |    0.27
 Nedeljko Cvorovic                   |    0.27
 Mpumelelo Mali                      |    0.27
 Sascha Brinkmann                    |    0.27
 Dimitry Halley                      |    0.27
 Brandon Davis                       |    0.27
 Thompson Arap Moi                   |    0.27
 Errol Gill                          |    0.27
 Javier Reynoso                      |    0.26
 Martin Dario Perez                  |    0.26
 Viktor Subic                        |    0.26
 Jon Nagore                          |    0.26
 Patrick Ybarra                      |    0.26
 Jason Alexander                     |    0.26
 Javier Diaz                         |    0.26
 Jordan Sanchez                      |    0.26
 Miguel Angel Aguilera               |    0.26
 Casey Phelps                        |    0.26
 Aleksandar Nikolic                  |    0.26
 Kenji Sato                          |    0.26
 Joel Cassiani                       |    0.26
 Phillip Lars                        |    0.26
 Mike Maley                          |    0.26
 Donasiano Martinez                  |    0.26
 Lamont Gilkey                       |    0.26
 Rey Liparanon                       |    0.26
 Theo Ben Kativa                     |    0.26
 Yodarewut Torpran 49                |    0.26
 Ye Bao Fei                          |    0.26
 Valentin Bokros                     |    0.26
 Angel Daniel Gimenez                |    0.26
 Sodsai Phutawan                     |    0.26
 Marcos Javier Panza                 |    0.26
 Aleksei Delendik                    |    0.26
 Aleksandar Chukaleiski              |    0.26
 Keanu Braithwaite                   |    0.26
 Marihot Hutajulu                    |    0.26
 Walberto Gaxiola                    |    0.26
 BJ Sampiton                         |    0.26
 Jermicheal Neal                     |    0.26
 Ihar Karavaeu                       |    0.26
 Daniel Valdez                       |    0.26
 Elias Moremi                        |    0.26
 Carl Currie                         |    0.26
 Arnold Parra                        |    0.26
 Benjamin Perez                      |    0.26
 Andras Toth                         |    0.26
 Jack Langodi Timor                  |    0.26
 Peer Dippe                          |    0.26
 Edwynn Jones                        |    0.26
 Tobias Heise                        |    0.26
 Karim Hasnaoui                      |    0.26
 Eli Smith                           |    0.26
 Joshua Fuller                       |    0.26
 Steve Spence                        |    0.26
 Abdelrahman Cherragi                |    0.26
 Alfonso De la Hoz                   |    0.26
 Eduardo Rivera                      |    0.26
 Booker Arthur                       |    0.26
 Jason Wahr                          |    0.26
 Yukihiro Asahara                    |    0.26
 Donald Willis                       |    0.26
 Dominique Bernard                   |    0.26
 Tatsuya Sakamoto                    |    0.26
 Vance Garvey                        |    0.26
 Ceferino Victor Daniel Zampatti     |    0.26
 Frank Maruffo                       |    0.26
 Francis Mensah                      |    0.26
 Anda Kethevu                        |    0.26
 Jumanne Kilumbelumbe                |    0.26
 Angel German Ilundain               |    0.26
 Abel Figueroa                       |    0.26
 Ezequiel Vargas                     |    0.26
 Marlon Cruz                         |    0.26
 Christian Daniels                   |    0.26
 Allie Franks                        |    0.26
 Koji Kannami                        |    0.26
 Istvan Gulyas                       |    0.26
 Nikolai Shaplov                     |    0.26
 Salar Odaj                          |    0.26
 Carlos Vargas                       |    0.25
 Masahiko Ashiya                     |    0.25
 Takumi Hara                         |    0.25
 Andrey Dodrov                       |    0.25
 Keibun Nishigaki                    |    0.25
 Gergely Antal                       |    0.25
 Bernard Alipan                      |    0.25
 Jesus Flores                        |    0.25
 Sandor Horvath                      |    0.25
 Hassan Shuza                        |    0.25
 Vitaly Oparin                       |    0.25
 Eryk Cieslowski                     |    0.25
 Andrew Stafford                     |    0.25
 Ivan Godor                          |    0.25
 Adis Dadovic                        |    0.25
 Alexis Adorno Quilles               |    0.25
 Dingdong Quinones                   |    0.25
 Oscar Hernandez                     |    0.25
 Issa Coulibaly                      |    0.25
 Peter Both                          |    0.25
 Brian Saul Almeida                  |    0.25
 Robert Ramos                        |    0.25
 Patryk Jackowiak                    |    0.25
 Jaffar Mauta                        |    0.25
 Jong Sabellina                      |    0.25
 Loyiso Ngantweni                    |    0.25
 Joon-Young Yoon                     |    0.25
 Janos Varga                         |    0.25
 Peter Kisanga                       |    0.25
 Kazuyoshi Toguri                    |    0.25
 Omar Hillali                        |    0.25
 Riccy Hood                          |    0.25
 Macario Cag-ong                     |    0.25
 Bruno Pardo                         |    0.25
 Alonso Estrada                      |    0.25
 Richard Ballard                     |    0.25
 Emerson Nisperusa                   |    0.25
 Marcos Cruz                         |    0.25
 Meider Perez                        |    0.25
 Junie Villacrucis                   |    0.25
 Marilson Inacio Pereira             |    0.25
 Ryoichi Shimano                     |    0.25
 Ryosuke Nasu                        |    0.25
 Manuel Garcia                       |    0.25
 Kirill Karnatski                    |    0.25
 Ryan Vaughan                        |    0.25
 Reben Pronco                        |    0.25
 Istvan Sikes                        |    0.25
 Sirichai Monthon Gym                |    0.25
 Alejandro Rios                      |    0.25
 Lee Dawson Sr.                      |    0.25
 Nestor Villa                        |    0.25
 Hiroki Ishii                        |    0.25
 Karinn Davis                        |    0.25
 Buntu Mbayisa                       |    0.25
 Jose Carrillo                       |    0.25
 Quincy Miner                        |    0.25
 Mario Aguirre                       |    0.25
 Robert Kertesz                      |    0.25
 Jesus Guadalupe Romero              |    0.25
 Tsuyoshi Nakajima                   |    0.25
 Jonathan Williams                   |    0.25
 Eduardo Alvarado                    |    0.25
 Bentley Shefford                    |    0.25
 Michael Jeanne                      |    0.25
 Aziz Rashid                         |    0.25
 Rodrigue Adobissi                   |    0.25
 Ezequiel Soto                       |    0.25
 Carlos Arroyo                       |    0.25
 Fernando Contreras                  |    0.25
 Sadam Manjapa                       |    0.25
 Jody Meikle                         |    0.25
 Judy Anonuevo                       |    0.25
 Gerardo Ruiz                        |    0.25
 Nick Compton                        |    0.25
 Gervacia Cotton                     |    0.25
 Hassan Wasswa                       |    0.25
 Mike Rodriguez                      |    0.25
 Ramadhan Maxwell                    |    0.25
 Jorge Lopez                         |    0.25
 Aaron Rodriguez                     |    0.25
 Anthony Greeley                     |    0.25
 Rafael Padilla                      |    0.25
 Alexis Santana                      |    0.25
 Elemir Rafael                       |    0.25
 Eduardo Ezequiel Casalicchio        |    0.25
 Mike Pryor                          |    0.25
 Ryan Colentes                       |    0.25
 Jose Santos                         |    0.25
 Luis Roberto Aguilar                |    0.25
 Shosui Kitajima                     |    0.25
 Daniele Salvestri                   |    0.25
 Angel Lopez                         |    0.25
 Katsuya Abe                         |    0.25
 Raul Asencio                        |    0.25
 Bruno Salazar                       |    0.25
 Jose Antonio Meza                   |    0.25
 Luis Horacio Raquetti               |    0.25
 Sam Sharpe                          |    0.25
 Michael Kaliakalia                  |    0.24
 Mohamed Messioughi                  |    0.24
 Jorge Luis Montiel                  |    0.24
 Bahtiyor Djuraev                    |    0.24
 Yusuke Tatebe                       |    0.24
 Attila Gyen                         |    0.24
 Younes Amrani                       |    0.24
 Lucas Javier Obregon                |    0.24
 Viktor Kulakovski                   |    0.24
 Bilal Hage                          |    0.24
 Federico Leyva                      |    0.24
 Benjamin Olinga                     |    0.24
 Patrik Palik                        |    0.24
 Lazar Juskovic                      |    0.24
 Ramon Jesus Vera                    |    0.24
 Jonathan Lopez                      |    0.24
 Wayne Cole                          |    0.24
 Alexander Oganyan                   |    0.24
 Hector Carpio                       |    0.24
 Takahiko Kobayashi                  |    0.24
 Nustein Sanchez                     |    0.24
 Chris Avila                         |    0.24
 Yoshia Tome                         |    0.24
 Nils Gerasimovs                     |    0.24
 Moises Cayetano                     |    0.24
 Diego Esparza                       |    0.24
 Cristian Palma                      |    0.24
 Agiad Al Masri                      |    0.24
 Yuya Nagayoshi                      |    0.24
 Calvin Smith                        |    0.24
 Nikola Samardzic                    |    0.24
 Haida Ally                          |    0.24
 Ryota Harukawa                      |    0.24
 Laurent Kasimili                    |    0.24
 Jesus Flores                        |    0.24
 Valerio Marte                       |    0.24
 Juan Alvarado                       |    0.24
 Jonas Olivas                        |    0.24
 Juma Stilo                          |    0.24
 Zachary Briones                     |    0.24
 Samuel Nangolo                      |    0.24
 Lucas Burger                        |    0.24
 Rahkeam Parker                      |    0.24
 Fazliddin Ismonov                   |    0.24
 Ron Pryce                           |    0.24
 Raul Duhart                         |    0.24
 Katsuhito Kudo                      |    0.24
 Mustafa Dogan                       |    0.24
 Kitwana Halfani                     |    0.24
 Keisuke Fujii                       |    0.24
 Ryunosuke Yamashita                 |    0.24
 Rosendo Mercado                     |    0.24
 Maximiliano Andres Ramonetti        |    0.24
 Earl Niles                          |    0.24
 Darnell Hayes                       |    0.24
 Rob Sharpe                          |    0.24
 Tofly Nyasi                         |    0.24
 Ivan Isakov                         |    0.24
 Juan Carlos Camacho                 |    0.24
 Thomas Herrera                      |    0.24
 Sandro Adames                       |    0.24
 Eric Gonzalez                       |    0.24
 Mikheil Mosulishvili                |    0.24
 Willem Marahina                     |    0.24
 Eliecer Valdez                      |    0.24
 Franki Vides                        |    0.24
 James Meja                          |    0.24
 Sergio Martinez                     |    0.24
 Jose Aguirre                        |    0.24
 Devon Mosley                        |    0.24
 Nordin Abderrahaman                 |    0.24
 Nuno Lagarto                        |    0.24
 Francisco Elizabeth                 |    0.24
 James Gooding                       |    0.24
 Kelvin Arevalo                      |    0.24
 Abdula Teymouri                     |    0.24
 James Owens                         |    0.24
 Carlos Antigua                      |    0.24
 Jose Gomes                          |    0.24
 Jonathan Feliciano                  |    0.24
 Ryan Lopez                          |    0.24
 Armando Magallanes                  |    0.24
 Takuya Fujio                        |    0.24
 Kazumichi Ishizawa                  |    0.24
 Leonard Brady                       |    0.24
 Marvin Greaves                      |    0.24
 Giorgi Kerdikoshvili                |    0.24
 Demetric Cox                        |    0.24
 Matias Suarez                       |    0.24
 Carlos Morales                      |    0.24
 Emanuel Llanos                      |    0.24
 Brandon Winner                      |    0.24
 Marvin Jones                        |    0.24
 William Johnson                     |    0.24
 Francisco Fernandez                 |    0.24
 Daniel Esteban Pose                 |    0.24
 Terrance Roy                        |    0.24
 Steve Rainford                      |    0.24
 Don Jose                            |    0.24
 Armando Mejia                       |    0.23
 Erhan Kali                          |    0.23
 Nevzet Kalasch                      |    0.23
 Alex Caoktoy                        |    0.23
 Dante Rosales                       |    0.23
 Yoshiyuki Suzuki                    |    0.23
 Victor Mario Galvan                 |    0.23
 Milos Savic                         |    0.23
 Esteban Cepeda                      |    0.23
 Takanari Hamamura                   |    0.23
 Alain Kourouma                      |    0.23
 Nathan Hester                       |    0.23
 Ruslan Badishov                     |    0.23
 Eduardo Cruz                        |    0.23
 Nongdear Sor Bangkhru               |    0.23
 Cristina Sarmiento                  |    0.23
 Luquan Lewis                        |    0.23
 Jose Arturo Evis Leyva              |    0.23
 Darrill Schoonover                  |    0.23
 Gerson Singo                        |    0.23
 Yusufu Mkali                        |    0.23
 Petchmorakot Sor Visetkit           |    0.23
 Hovhannes Kishmiryan                |    0.23
 Rachid Baaij                        |    0.23
 Takeshi Nakayama                    |    0.23
 Hassan Kiboya                       |    0.23
 Jose Antonio Rodriguez              |    0.23
 Guillermo Chavez                    |    0.23
 Rufino Valdez                       |    0.23
 Luis Alberto Cevero                 |    0.23
 Jose Noe Perez                      |    0.23
 Benjamin Lopez                      |    0.23
 Chris Tanner                        |    0.23
 Matthew Andrews                     |    0.23
 Erik Vo                             |    0.23
 Attila Kiss                         |    0.23
 David Leonel Yustino                |    0.23
 Victor Silva                        |    0.23
 Miguel Calderon                     |    0.23
 Attila Pinter                       |    0.23
 Rudy Sibilo                         |    0.23
 Marlon Lewis                        |    0.23
 Alfredo Adolfo Quiroz               |    0.23
 Trevon Blizzard                     |    0.23
 Carlos Maldonado                    |    0.23
 Robert Studzinski                   |    0.23
 Daniel Eduardo Yocupicio            |    0.23
 Ronald Ombing                       |    0.23
 Satoru Takubo                       |    0.23
 Kunal Nair                          |    0.23
 Santos Martinez                     |    0.23
 Juan Macias                         |    0.23
 Oliver Leon                         |    0.23
 Kervin Sudi                         |    0.23
 Martin Lelope                       |    0.23
 Julius Foreman                      |    0.23
 Maulid Gogodigo                     |    0.23
 Julio Borda                         |    0.23
 Hamis Mohammed                      |    0.23
 Issa Ming'wabi                      |    0.23
 Andrew Sosa                         |    0.23
 Ilja Baltaks                        |    0.23
 Perry Filkins                       |    0.23
 Mario Aguilar                       |    0.23
 Mohamed Gaabary                     |    0.23
 Edcarlos Soares Macedo              |    0.23
 Armin Kukic                         |    0.23
 Francisco Gonzalez                  |    0.23
 Jordi Garrido                       |    0.23
 Atsushi Maegawa                     |    0.23
 Petchpayak Sithkongpol              |    0.23
 Leon Tangaroa                       |    0.23
 Jeremy Suedel                       |    0.23
 Zendo Adam                          |    0.23
 Jonathan Astudillo                  |    0.23
 Jesus Camparan                      |    0.23
 Hilario Pedroza                     |    0.23
 Rafael Machado                      |    0.23
 Joe Bradshaw                        |    0.23
 Lonnie Kornegay                     |    0.23
 Fabrice Julien Dane                 |    0.23
 Miguel Alfaro                       |    0.23
 Henry Aviles                        |    0.23
 Brian Diaz                          |    0.23
 Deniss Kornilovs                    |    0.23
 Romnick Dejano                      |    0.23
 Ricardo Daniel Vilce                |    0.23
 Renilson Dos Santos                 |    0.23
 Steve Wijangco                      |    0.23
 Musa Kambi                          |    0.23
 Jonathan Poot Chi                   |    0.23
 Johnson Tellez                      |    0.23
 Raul Apolonio Salas                 |    0.23
 Abdulazizi Malenga                  |    0.23
 Chris Doyle                         |    0.23
 Oleksiy Kozlov                      |    0.23
 Jack Madison                        |    0.23
 Marin Vargas Caqui                  |    0.23
 Austin Kitchens                     |    0.23
 Abraham Torrenegra                  |    0.23
 Craig Goody                         |    0.23
 Confesor Guzman                     |    0.22
 Seiji Nakazawa                      |    0.22
 Roman Mirzoev                       |    0.22
 Carlos Mendez                       |    0.22
 Michael Fonoti                      |    0.22
 Taichi Yoshizato                    |    0.22
 Jesus Barbosa                       |    0.22
 Doglo                               |    0.22
 Luis Alfredo Cruz                   |    0.22
 Juan Florit                         |    0.22
 David White                         |    0.22
 Alexandre Giardano                  |    0.22
 Moises Mendoza                      |    0.22
 Juan Carlos Hernandez               |    0.22
 Kamal Muhammad                      |    0.22
 Hassan Mfaume                       |    0.22
 Mukhamed Khafizov                   |    0.22
 Juan Carlos Perez                   |    0.22
 Dustin Parrish                      |    0.22
 Inocencio Guillen                   |    0.22
 Moses Matovu                        |    0.22
 Satoru Okuma                        |    0.22
 Mario Javier Moreno                 |    0.22
 Carlos Brito                        |    0.22
 Ionut Strachinaru                   |    0.22
 Jonathan Emanuel Crivelli           |    0.22
 Reginaldo Dos Reis Gonzaga          |    0.22
 Ramon Alberto Chamorro              |    0.22
 Unathi Mndwana                      |    0.22
 Jair Cortes                         |    0.22
 Mauricio Ramirez                    |    0.22
 Syamsul Hidayat                     |    0.22
 Shang zi jie                        |    0.22
 Said Salum                          |    0.22
 Abel Leos                           |    0.22
 Sergio Cruz                         |    0.22
 Luis Soto                           |    0.22
 Jeffrey Combs                       |    0.22
 John Brown                          |    0.22
 Jesus Straffon                      |    0.22
 Pedro Gomba                         |    0.22
 Teruyuki Nogami                     |    0.22
 Hidetoshi Ueki                      |    0.22
 Lawrence Purifoy                    |    0.22
 Lattasit Sorsuda                    |    0.22
 Jesus Esquivel                      |    0.22
 Martin Lopez                        |    0.22
 Jevgenijs Fjodorovs                 |    0.22
 Abraham Marquez                     |    0.22
 Ismael Gonzalez                     |    0.22
 Sung-Min Jo                         |    0.22
 Leobardo Laguna                     |    0.22
 Jonnel Burlado                      |    0.22
 Shinnosuke Yoshimori                |    0.22
 Daniel Hedervari                    |    0.22
 Jason Lovett                        |    0.22
 Tamas Konig                         |    0.22
 Javier Espinoza                     |    0.22
 Darius Elorde                       |    0.22
 Umar                                |    0.22
 Albarado                            |    0.22
 Eduardo Castillo                    |    0.22
 Jason Harris                        |    0.22
 Davids Cilingarjans                 |    0.22
 Olegs Lopajevs                      |    0.22
 Jesus Gutierrez                     |    0.22
 Javier Leonidas Mino                |    0.22
 James Price                         |    0.22
 Jorge Gonzalez                      |    0.22
 Ernesto Garavito                    |    0.22
 Steve Victor                        |    0.22
 Jorge Luis Babuca                   |    0.22
 Gerardo Avila                       |    0.22
 Ravil Mukhamadiyarov                |    0.22
 Peter Orlik                         |    0.22
 Dragon Jun                          |    0.22
 Maximiliano Agustin Corso           |    0.22
 Leo Tomas                           |    0.22
 Marco Antonio Mendoza               |    0.22
 Steven Mwakitwange                  |    0.22
 Franco Marcelo Reyes                |    0.22
 Lucas Matias Machado                |    0.22
 Ahmed Bencheikh                     |    0.22
 Dandy Declaro                       |    0.22
 Devon Adams                         |    0.22
 Sonny Kalule                        |    0.22
 Lucas Queen                         |    0.22
 Ricky Oyan                          |    0.22
 Bryan Pedrego                       |    0.22
 Selsius Romilus                     |    0.22
 Arturs Melnikovs                    |    0.22
 Ivan Freidenberg                    |    0.22
 Said Shukuru                        |    0.22
 Liam Hunt                           |    0.21
 Evgeny Tarabukin                    |    0.21
 Haridi Manjee                       |    0.21
 Luis Miranda                        |    0.21
 Dion Arema                          |    0.21
 Leamy Lakopo Tato                   |    0.21
 Sergey Tasimov                      |    0.21
 Kwanpichit Twinsgym                 |    0.21
 Alex Marongiu                       |    0.21
 Jose R Hernandez                    |    0.21
 Domien Van Gansbeke                 |    0.21
 Sherwin Poonan                      |    0.21
 Terrell A Coles                     |    0.21
 Jose Guerrero                       |    0.21
 Zhoomart Zholdoshev                 |    0.21
 Ally Nasri                          |    0.21
 Luis Verdin                         |    0.21
 Michael Shaffer                     |    0.21
 Gustavo Viramontes                  |    0.21
 Alessio Taverniti                   |    0.21
 Jose Roman                          |    0.21
 Krisztian Szilagyi                  |    0.21
 Ronald Postrano                     |    0.21
 Deniss Aleksejevs                   |    0.21
 Jorge Palacios                      |    0.21
 Bobby Wooten                        |    0.21
 Christophe Stebe                    |    0.21
 Byan Vado                           |    0.21
 Shawn Wate                          |    0.21
 Humberto Sosa                       |    0.21
 Jimmy Azzan                         |    0.21
 Franco Daniel Ibanez                |    0.21
 Marcel Maillet Jr                   |    0.21
 Gabriel Orlando Yapura              |    0.21
 Timur Bektenov                      |    0.21
 Mamuth Gorda                        |    0.21
 Juan Enrique Hidalgo                |    0.21
 Derek Williams                      |    0.21
 JayAr Diama                         |    0.21
 Muneyuki Kishii                     |    0.21
 Yudai Imada                         |    0.21
 Thiendaeng Manoprungroj             |    0.21
 Shoji Fukumoto                      |    0.21
 Jimzor Maytan                       |    0.21
 Jose Bernal                         |    0.21
 Elkin Zavaleta                      |    0.21
 Ryuichi Kakuni                      |    0.21
 Mindu Simba                         |    0.21
 Levan Bendeliani                    |    0.21
 Cristian Rodriguez                  |    0.21
 Hiroshi Higuchi                     |    0.21
 Tyrell White                        |    0.21
 Luis Ortiz                          |    0.21
 Rian Apriles Djabar                 |    0.21
 Yosmar Kefi                         |    0.21
 Gabriel Braxton                     |    0.21
 Kristof Mate                        |    0.21
 Alfonso Perez                       |    0.21
 Ally Yussuf                         |    0.21
 Huston Crayton                      |    0.21
 Fadhili Kiteja                      |    0.21
 Sherzod Isokjonov                   |    0.21
 Joseph Figueroa                     |    0.21
